# from crisprcasdb
# collected by purpurax

"name","crispr count","cas_region count"
CP034719.1,3,1
CP012098.1,1,1
CP033598.1,2,1
LR134311.1,2,1
CP045092.1,1,1
CP062708.1,2,1
CP027414.1,3,1
CP074610.1,2,1
CP025967.1,2,1
CP040562.1,3,1
LT906453.1,1,1
CP069442.1,3,1
CP032401.1,1,1
CP049163.1,1,1
CP056165.1,2,1
CP092017.1,1,1
CP052876.1,2,1
AM933172.1,2,1
CP041026.1,3,1
CP045827.1,2,1
LS483304.1,1,1
CP017980.1,2,1
CP002383.1,1,1
CP031290.1,1,1
LS483307.1,1,1
CP002885.1,1,1
CP015414.1,5,1
CP041945.1,2,1
CP067432.1,1,1
CP023395.1,2,1
CP004370.1,2,1
CP035915.1,3,1
AP025331.1,2,1
CP051363.1,2,1
CP078578.1,1,1
CP082627.1,2,1
CP082029.1,2,1
CP033352.2,3,1
CP040418.1,1,1
CP013353.1,1,1
CP023359.1,2,1
CP042878.1,2,1
CP053414.1,1,1
CP068788.1,3,1
CP011832.1,4,1
CP011254.1,3,1
CP046283.1,3,1
CM002104.1,2,1
CP034426.1,2,1
CP071730.1,3,1
CP011233.1,3,1
CP020761.1,1,1
CP092018.1,1,1
CP085585.1,3,1
CP091298.1,3,1
CM002111.1,2,1
CP023617.1,2,1
CP091150.1,2,1
CP057010.1,2,1
CP030919.1,2,1
CP011532.1,1,1
CP026660.1,2,1
CP017631.1,2,1
CP085591.1,2,1
CP085554.1,2,1
CP046311.1,1,1
CP092487.1,1,1
CP082902.1,2,1
CP057123.1,3,1
CP000726.1,8,1
CP089032.1,2,1
CP085803.1,2,1
CP023201.1,2,1
CP084894.1,2,1
CP009267.1,2,1
CP000539.1,2,1
CP043373.1,2,1
CP057210.1,2,1
CP028308.1,2,1
FP929049.1,1,1
CP049884.1,2,1
CP028903.1,2,1
CP060641.1,1,1
CP029840.1,3,1
CP029148.1,3,1
CP051213.1,2,1
CP080452.1,1,1
CP013990.1,1,1
CP009087.1,2,1
CP088369.1,2,1
CP055624.1,2,1
CP015923.1,2,1
CP074340.1,2,1
CP092336.1,2,1
CP007311.2,2,1
CP011492.1,2,1
AP024510.1,2,1
CP041820.1,2,1
CP064121.1,3,1
CP025913.1,2,1
CP020825.1,2,1
CP014617.1,1,1
CP040314.1,2,1
CP033575.1,1,1
CP040259.1,1,1
CP003969.1,3,1
CP018089.1,1,1
CP020914.1,1,1
CP002956.1,3,1
CP046361.1,2,1
OU015340.1,3,1
CP079822.1,2,1
CP058967.1,1,1
CP008995.1,2,1
CR936257.1,2,1
CP056974.1,2,1
CP028396.1,2,1
CP042583.1,2,1
CP041522.1,3,1
CP076232.1,2,1
LR881938.1,2,1
CP013112.1,2,1
CP001213.1,1,1
CP027012.1,2,1
CP089064.1,2,1
CP053332.1,1,1
CP027368.1,2,1
CP038505.1,2,1
CP047277.1,2,1
AP018042.1,1,1
LR890299.1,2,1
CP020400.2,1,1
CP029066.1,1,1
CP008808.1,1,1
CP070534.1,3,1
CP023585.1,2,1
CP074222.1,2,1
CP007362.2,2,1
CP073593.1,2,1
CP006942.1,1,1
CM002101.1,2,1
CP018219.1,2,1
CP082698.1,2,1
CP021235.1,1,1
CP017690.1,3,1
LR961994.1,2,1
CP059955.1,3,1
CP019280.1,2,1
CP017063.1,1,1
CP003466.1,1,1
CP055918.1,3,1
CP027706.1,2,1
HE663067.1,1,1
CP084579.1,1,1
CP037981.1,1,1
CP072234.1,1,1
CP061948.1,1,1
CP025886.1,1,1
CP074609.1,3,1
CP056132.1,3,1
AM933173.1,1,1
CP021118.1,4,1
CP017803.1,1,1
CP010170.1,3,1
CP088466.1,2,1
CP078508.1,1,1
CP013940.1,2,1
LR993206.1,1,1
CP027009.1,2,1
CP077723.1,2,1
CP045947.1,3,1
CP002391.1,1,1
CM000920.1,1,1
CP084925.1,1,1
CP051782.1,2,1
CP025834.1,2,1
CP082771.1,2,1
CP018695.1,1,1
CP014140.1,4,1
CP083620.1,3,1
CP027586.1,2,1
CP052272.1,1,1
CP064001.1,1,1
CP010023.1,2,1
CP019181.1,2,1
CP072017.1,4,1
CP044345.1,2,1
CP032451.1,1,1
CP070280.1,2,1
CP038428.1,1,1
CP013226.1,1,1
CP044312.1,3,1
CP040898.1,2,1
CP026350.1,2,1
CP088722.1,2,1
CP042434.1,2,1
CP014197.1,1,1
CP093264.1,2,1
CP007810.1,1,1
CP037926.1,2,1
CP007201.1,1,1
CP021252.1,2,1
CP012398.1,2,1
CP015364.1,2,1
CP024871.1,4,1
CP065628.1,1,1
LT904894.1,1,1
CP030363.1,3,1
CP044495.1,1,1
CP013673.1,1,1
CP034232.1,2,1
CP019708.1,2,1
CP091152.1,1,1
CP085838.1,1,1
CP028736.1,3,1
LN890522.1,2,1
CP055009.1,2,1
CP007385.2,2,1
CP050510.1,2,1
CP093368.1,1,1
CP024889.1,5,1
CP003494.1,3,1
CP061241.1,2,1
CP040520.1,1,1
CP022457.1,1,1
CP046629.1,1,1
CP072231.1,1,1
CP072502.1,1,1
CP074619.1,3,1
CP023611.1,2,1
CP042184.1,2,1
CP075104.1,2,1
CP024618.1,1,1
CM003382.1,2,1
CP052877.1,2,1
CP035318.1,3,1
CP071150.1,1,1
CP023029.1,1,1
CP076824.1,1,1
HF680312.1,1,1
CP026680.1,2,1
CP026345.1,2,1
CP068278.1,1,1
CP077361.1,2,1
AP018690.1,1,1
CP074365.1,1,1
CP010340.1,2,1
CP007420.2,2,1
CP041622.1,2,1
CP045805.1,1,1
CP078552.1,6,1
CP033808.1,1,1
CP027843.1,4,1
CP088850.1,2,1
CP051449.1,3,1
CP092699.1,2,1
AP022849.1,5,1
CM001062.1,2,1
CP066703.1,1,1
CP038510.1,2,1
CP041584.1,1,1
CP083638.1,3,1
CP034697.1,3,1
CP022164.1,3,1
CP041354.1,3,1
CP013614.1,4,1
CP047323.1,3,1
CP009203.1,2,1
CP027010.1,2,1
CP009859.1,3,1
CP025833.1,3,1
CP050810.1,1,1
CP007631.2,1,1
CP053092.1,2,1
CP054591.1,3,1
AP022868.1,1,1
CP075031.1,2,1
CP014358.1,2,1
CP090533.1,3,1
CP002273.2,2,1
CP025511.1,4,1
CP010242.1,3,1
CP018661.1,2,1
LS483358.1,1,1
CP068161.1,1,1
CP025318.1,2,1
CP007290.2,2,1
CP010059.1,1,1
CP062228.1,2,1
CP059064.1,2,1
CP040307.1,2,1
CP009850.1,3,1
CP007269.2,2,1
CM001148.1,1,1
CR954253.1,1,1
CP065315.1,1,1
CP046536.1,2,1
CP026518.1,2,1
CP009644.1,2,1
AP023226.1,2,1
CP034409.1,3,1
CP069162.1,1,1
CP018180.1,2,1
CP038389.1,2,1
CP016671.1,2,1
CP093018.1,2,1
CP020570.1,5,1
CP083146.1,1,1
CP047504.1,2,1
CP065396.1,2,1
CP083641.1,3,1
CP023169.1,2,1
CP039169.1,2,1
CP056077.1,2,1
LT601384.1,2,1
LR962606.1,1,1
AP023309.1,3,1
CP024634.1,2,1
CP043227.1,2,1
CP019961.1,2,1
CP059077.1,1,1
CP012343.1,1,1
CP045650.1,1,1
CP042867.1,2,1
CP041829.1,3,1
CP009125.1,4,1
CP025826.1,2,1
CP035713.1,3,1
CP031154.1,1,1
CP009288.1,5,1
CP011321.1,2,1
CP037943.1,2,1
CP011799.1,3,1
CP061743.1,3,1
CP020384.1,1,1
LR738855.1,1,1
CP017194.1,1,1
CP039690.1,2,1
CP049165.1,1,1
CP072762.1,2,1
CP021426.1,1,1
CP028677.1,2,1
CP040420.1,2,1
CP038874.1,2,1
CP014664.1,2,1
CP022381.1,3,1
CP069335.1,3,1
CP009183.1,4,1
CP072372.1,2,1
CP058656.1,2,1
CP010169.1,2,1
CP021886.1,1,1
CP041815.1,1,1
AP023205.1,2,1
CP054055.1,1,1
CP087379.1,1,1
CP007530.1,2,1
AP024518.1,3,1
CP069957.1,2,1
CP024266.1,2,1
CP003039.2,1,1
CP038339.1,2,1
CP037899.1,1,1
CM002124.1,2,1
CP089224.1,1,1
CP017639.1,1,1
CP022737.1,1,1
CP045038.1,2,1
CP030880.1,2,1
CP016043.1,3,1
CP087959.1,1,1
CM000745.1,1,1
CP023582.1,2,1
CP040813.1,1,1
CP060512.1,2,1
CP007331.2,2,1
CP027005.1,5,1
CP018245.1,2,1
CP022823.1,2,1
CP076522.1,1,1
CP060404.1,9,1
CP068112.1,1,1
CP053889.1,1,1
CP019416.1,2,1
CP012559.1,1,1
CP021973.1,1,1
CP023345.1,1,1
CP033878.1,1,1
CP073066.1,1,1
CP031874.1,1,1
CP010152.1,2,1
CP064232.1,2,1
CP023196.1,2,1
CP031508.1,6,1
CP042183.1,2,1
CP018633.1,2,1
CP078012.1,1,1
AP022215.1,2,1
CP002007.2,1,1
CP035767.1,2,1
CP085814.1,2,1
CP064671.1,2,1
CP007411.2,2,1
CP023597.1,2,1
CP065975.1,1,1
CP026858.1,1,1
CP026861.1,5,1
LR217818.1,2,1
CP063301.1,2,1
CP051880.1,2,1
CP070569.1,2,1
CP029950.1,1,1
CP016814.1,2,1
CP023690.1,3,1
AP018400.1,1,1
CP031774.1,1,1
LS483473.1,2,1
CP002819.1,2,1
CP031266.1,1,1
CP007491.1,2,1
CP028690.1,2,1
CP091828.1,2,1
LR890714.1,2,1
CP003282.1,1,1
CM002065.1,2,1
CP040678.1,2,1
CP083186.1,1,1
CP012095.1,2,1
CP074612.1,2,1
HF937208.1,2,1
CP022544.1,1,1
CP001235.1,1,1
LR134201.1,2,1
CP013961.1,1,1
CP002464.1,1,1
CP022490.1,2,1
LN865143.1,1,1
CP049934.1,1,1
AP011540.1,2,1
CP045056.1,2,1
CP020372.1,1,1
AP019692.1,2,1
CP003061.3,2,1
CP025689.1,1,1
LR962855.1,2,1
CP086162.1,1,1
CP056392.1,2,1
CP086560.1,2,1
CP067992.1,1,1
CP008970.1,1,1
CP027746.1,2,1
CP075107.1,2,1
CP037879.1,3,1
CP083070.1,1,1
CP000285.1,2,1
CP062255.2,2,1
CP016828.1,2,1
LR961933.1,2,1
CP066709.1,1,1
CP085604.1,2,1
CP015940.1,1,1
LT596221.1,2,1
CP021519.1,1,1
LT899687.1,1,1
CP041392.1,2,1
CP060097.1,2,1
CP053055.1,3,1
CP007273.2,2,1
CP064117.1,3,1
CP070152.1,3,1
CP034792.1,2,1
CP041813.1,1,1
LR890657.1,3,1
CP075024.1,2,1
CP007250.1,2,1
LT629764.1,4,1
CP045646.1,2,1
CP017727.1,2,1
CP017707.1,3,1
CP078530.1,2,1
CP057973.1,3,1
CP059575.1,1,1
CP059488.1,1,1
CP028372.1,1,1
CP028249.1,1,1
CP032667.1,2,1
CP034772.1,3,1
CP046374.1,1,1
CP067235.1,1,1
CP030024.1,2,1
CP025515.1,1,1
LT618786.1,4,1
CP010443.1,2,1
CP070245.1,7,1
CP076293.1,2,1
CP054848.1,1,1
CP000678.1,1,1
CP085564.1,2,1
CP082372.1,2,1
LR962836.1,1,1
CP012584.1,2,1
CP083647.1,1,1
CP057340.1,2,1
CP006762.1,3,1
CP001874.1,6,1
CP007288.2,2,1
CP032143.1,2,1
CP023254.1,1,1
CP072054.1,2,1
CP021257.1,1,1
CP065640.1,4,1
CP043950.1,1,1
CP083805.1,2,1
CP057893.1,2,1
CP034713.1,2,1
CP014755.1,1,1
CP057693.1,2,1
CP035436.1,1,1
CP009185.1,2,1
CP082453.1,2,1
CP001463.1,1,1
CP024821.1,2,1
CP028339.1,1,1
LR134137.1,2,1
CP059324.1,1,1
CP065044.1,2,1
LR134190.1,2,1
CP047529.1,3,1
CP035711.1,3,1
CP035317.1,3,1
AP018034.1,1,1
LR134476.1,1,1
CP075044.1,2,1
CP040299.1,2,1
CP079138.1,2,1
CP010116.1,2,1
CP082511.1,2,1
CP041834.1,2,1
CP016018.1,2,1
CP059907.1,2,1
CP019197.1,2,1
CP086556.1,2,1
CP003503.1,1,1
CP071155.1,1,1
CP027433.1,1,1
CM002098.1,4,1
CP014051.2,3,1
CP032097.1,1,1
CP053716.1,1,1
CP060057.1,3,1
CP055964.1,2,1
CP070157.1,2,1
LR962091.1,2,1
CP064000.1,1,1
CP022655.2,2,1
AP025333.1,1,1
CP072112.1,1,1
CP082577.1,3,1
CP034244.1,2,1
CP065398.1,2,1
CP067648.1,1,1
CP035768.1,2,1
CP009205.1,2,1
CP036001.1,6,1
CP032393.1,2,1
CP072492.1,2,1
LN554847.1,1,1
CP054789.1,2,1
CP018103.1,2,1
CP027573.1,2,1
CP082558.1,3,1
AE008692.2,3,1
CP000423.1,1,1
CP027331.1,2,1
CP075021.1,2,1
CP010186.1,2,1
CP057512.1,2,1
CP028665.1,2,1
LT906446.1,9,1
CP034161.1,1,1
CP073275.1,1,1
AP024131.1,2,1
CP025234.1,2,1
LS483303.1,3,1
CP073624.1,3,1
LR594667.1,1,1
CP070480.1,2,1
CP067099.1,4,1
LS483435.1,1,1
CP017769.1,1,1
CP087715.1,1,1
CP013675.1,1,1
CP045163.1,3,1
CP053839.1,1,1
CP023632.1,2,1
CP055113.1,2,1
CP066006.1,1,1
CP027579.1,2,1
CP063700.1,2,1
CP051356.1,2,1
LN832404.1,2,1
CP079762.1,2,1
CP009704.1,3,1
CP021773.1,1,1
CP000802.1,3,1
CP029687.1,3,1
CP082674.1,3,1
CP023202.1,3,1
CP047163.1,1,1
CP063138.1,2,1
CP065311.1,1,1
CP052998.1,2,1
CP066290.1,1,1
JACGCQ010000001.1,2,1
CP040008.1,1,1
CP069444.1,3,1
CP015382.1,1,1
CP032789.1,2,1
CP001941.1,2,1
FM204884.1,1,1
CP022584.1,3,1
CP049800.1,1,1
CP027338.1,2,1
CP015403.2,4,1
LT883143.1,3,1
LR590464.1,1,1
CP085602.1,2,1
CP053720.1,4,1
CP044313.1,3,1
CP051218.1,2,1
CP056284.1,1,1
CP075022.1,2,1
LS483362.1,1,1
CP015832.1,1,1
CP044314.1,2,1
CP035319.1,2,1
CP059061.1,1,1
CP092058.1,2,1
AL732656.1,1,1
CP068797.1,1,1
CP050244.1,3,1
CP007278.2,2,1
CP059175.1,1,1
CP012744.1,1,1
CP043201.1,2,1
CM002052.1,3,1
CP012890.1,1,1
CP024785.1,3,1
CP010912.1,2,1
CP034953.2,2,1
CP027546.1,2,1
CM002054.1,1,1
CP089796.1,2,1
CP011270.1,1,1
CP024978.1,1,1
CP013689.1,1,1
CP057896.1,2,1
CP049882.1,2,1
CP029660.1,5,1
CP024164.1,5,1
CP059888.1,1,1
CP006929.1,3,1
CP046113.1,2,1
CP041812.1,2,1
CP078515.1,1,1
CP062853.1,3,1
CP027677.1,2,1
CP026976.1,3,1
CP007321.2,2,1
CP077221.1,1,1
CP008713.1,2,1
CP077325.1,1,1
CP058913.1,2,1
CP028650.1,2,1
CP033340.1,2,1
CP088082.1,1,1
CP075477.1,2,1
CP092206.1,3,1
CP057900.1,2,1
CP012371.1,1,1
CP012127.1,2,1
CP007265.1,3,1
CP040593.1,2,1
CP042389.1,1,1
CP050210.1,4,1
CP089095.1,1,1
LT904886.1,1,1
CM002882.1,2,1
CP060824.1,2,1
CP041193.1,1,1
LS483494.1,3,1
CP044523.1,2,1
CP033923.1,1,1
CP042912.1,1,1
CP031704.1,1,1
CP041839.1,2,1
CP041816.1,1,1
CP048010.1,2,1
CP068464.1,1,1
CP092460.1,4,1
AP020332.1,2,1
CP059569.1,1,1
CP063996.1,1,1
CP002616.1,1,1
CP023614.1,2,1
CP036170.1,3,1
CP083185.1,1,1
CP014263.1,2,1
CP050785.1,2,1
CP029638.1,3,1
CP021757.1,1,1
CP027715.1,2,1
OU916928.1,1,1
CP049938.1,1,1
CP060433.1,2,1
CP007334.2,2,1
LR134282.1,1,1
CP022578.1,1,1
CP048711.1,1,1
CP022127.1,2,1
CP022059.2,2,1
CP024916.1,1,1
CP002004.1,2,1
AP025220.2,2,1
CP029875.1,1,1
LT906473.1,2,1
CP060107.1,3,1
CP028662.1,2,1
CP026349.1,2,1
CP000876.1,3,1
CP091391.1,2,1
CP029035.1,2,1
CP014996.1,2,1
CP028659.1,2,1
CP030207.1,2,1
CP037984.1,1,1
CP000855.1,6,1
CP074670.1,2,1
CP082111.1,1,1
CP007350.2,2,1
LR134386.1,1,1
CP016888.1,1,1
CP083217.1,1,1
CP011099.1,1,1
CP014536.1,3,1
CP091839.1,2,1
CP029913.1,1,1
CP023588.1,2,1
CP026859.1,2,1
LR962412.1,2,1
CP059063.1,3,1
CP001658.1,2,1
CP028753.1,2,1
LR993209.1,1,1
CP069821.1,1,1
CP015578.1,1,1
CP054407.1,3,1
CP025476.1,1,1
CP010226.1,4,1
LT904868.1,1,1
CP068995.1,2,1
FO203510.1,2,1
CP011996.1,2,1
CP069587.1,3,1
CP006262.1,2,1
CP023563.1,1,1
CP036163.1,2,1
CP021844.1,3,1
CP083602.1,1,1
CP002735.1,2,1
CM001076.1,1,1
CP033345.1,2,1
AP012282.1,1,1
CP041832.1,1,1
CP080291.1,1,1
CP041802.1,2,1
CP090447.1,2,1
CP019225.1,1,1
CP041012.1,2,1
CP069516.1,1,1
CP071891.1,1,1
CP032261.1,2,1
CP083189.1,1,1
CP071574.1,1,1
CP007312.2,2,1
CP034929.1,1,1
CP047881.1,2,1
CP008962.1,1,1
CP002372.1,4,1
CP059399.1,2,1
CP018252.2,2,1
CP038425.1,2,1
CP038507.1,2,1
CP041990.1,2,1
CP069330.1,3,1
CP013741.1,2,1
CP045532.1,2,1
CP028405.1,2,1
CP028850.1,2,1
CP068696.1,3,1
CP088613.1,2,1
CP074373.1,1,1
CP029147.1,3,1
CP010148.1,2,1
CP010411.1,1,1
CP085548.1,2,1
CP083063.1,1,1
CP002995.1,2,1
CP009723.1,3,1
CP041025.1,1,1
CP059328.1,1,1
CP009190.1,5,1
CP036526.1,1,1
CP085822.1,2,1
FR733647.1,2,1
CP073284.1,2,1
CP007375.2,2,1
CP072453.1,2,1
CP030075.1,2,1
CP033730.1,1,1
CP031922.1,2,1
LS483299.1,1,1
CP074653.1,3,1
CP063708.1,2,1
CP076051.1,2,1
CP075487.1,3,1
CP053903.1,2,1
CP061929.2,2,1
CP083075.1,1,1
CP015189.1,2,1
CP015526.1,2,1
CP036166.1,2,1
CP023581.1,2,1
CP017440.1,2,1
CP071914.1,2,1
CP053245.1,2,1
CP073084.1,1,1
CP002631.1,1,1
CP009876.1,1,1
CP007370.2,2,1
LR962319.1,2,1
CP051846.1,1,1
LR890464.1,2,1
CP043539.1,2,1
CP050745.1,3,1
CP069185.1,2,1
CP092779.1,2,1
CP031214.1,2,1
CP057085.1,2,1
CP041437.1,3,1
CP045257.1,2,1
CP047697.1,4,1
LT607411.1,3,1
LK931502.1,1,1
CP047652.1,3,1
CM002072.1,2,1
CP045872.1,4,1
CP041771.1,3,1
CP035855.1,3,1
CP044203.1,3,1
CP009208.1,2,1
CP002541.1,1,1
CP085927.1,2,1
CP000112.1,1,1
CP085614.1,3,1
CM002123.1,1,1
CP092831.1,3,1
CP065318.1,1,1
CP057420.1,2,1
CP061126.1,3,1
CP025499.1,1,1
CP016401.1,2,1
CP052388.1,2,1
CP085594.1,2,1
LR536431.1,3,1
CP024243.1,2,1
CP019685.1,2,1
CP026353.1,2,1
CP047078.1,2,1
CP059158.1,1,1
CP017306.1,3,1
CP091506.1,2,1
CP059961.1,3,1
CP037894.1,2,1
CP057441.1,2,1
CP045548.1,7,1
CP057204.1,3,1
LS483344.1,1,1
CP022135.1,1,1
CP000857.1,2,1
CP045665.1,1,1
CP023638.1,2,1
CP083410.1,2,1
CP023623.1,2,1
CP029883.1,1,1
CP031057.1,2,1
CP029326.1,1,1
CP078556.1,3,1
CP085481.1,1,1
CP040442.1,1,1
CP085188.1,2,1
CP007402.2,2,1
AP023240.1,3,1
CP009173.1,2,1
CP017516.1,1,1
CP005290.1,2,1
CP016376.1,1,1
CP084347.1,1,1
CP010143.1,2,1
CP050197.1,2,1
CP018109.1,2,1
CP057256.1,2,1
CP000412.1,1,1
CP020106.1,2,1
CP063277.1,2,1
CP072626.1,2,1
CP014623.1,1,1
CP071592.1,1,1
CP084874.1,2,1
CP088069.1,2,1
CP023629.1,2,1
CP011280.1,1,1
CP085964.1,1,1
CP000768.1,1,1
CP084433.1,2,1
CP074599.1,3,1
CP077407.1,3,1
CP038366.1,2,1
CP045766.1,2,1
CP029753.1,4,1
CP041429.1,2,1
CP007405.2,2,1
CP047190.1,1,1
HG917868.1,1,1
LR607368.1,2,1
CP017444.1,2,1
CP045143.1,2,1
CP074701.1,1,1
CP007254.1,2,1
CP089791.1,2,1
CP059104.1,1,1
CP052777.1,2,1
CP062844.1,3,1
CP070148.1,2,1
CP046628.1,2,1
CP089338.1,1,1
CP039487.1,2,1
CP007423.2,2,1
CP014163.1,1,1
CP074633.1,3,1
CP015186.1,2,1
CP025627.1,2,1
AP019416.1,1,1
CP028514.1,1,1
CP079206.1,1,1
CP023604.1,2,1
CP092706.1,3,1
CP082394.1,3,1
CP026751.1,2,1
CP049147.1,3,1
CP093266.1,2,1
CP041869.1,1,1
CP015564.1,2,1
CP074603.1,1,1
AP012334.1,1,1
CP016876.1,1,1
CP034393.1,1,1
CP002344.1,2,1
OU349844.1,2,1
CP003700.1,1,1
CP083888.1,2,1
CP059283.1,3,1
CP083259.1,2,1
CP082747.1,2,1
CP020016.1,1,1
CP075112.1,2,1
CP016412.1,2,1
CM002079.1,2,1
CP049204.1,3,1
CP072051.1,6,1
CP057577.1,2,1
CP017180.1,3,1
CP030768.1,3,1
CP050324.1,3,1
CP033717.1,2,1
CP055037.1,4,1
CP015724.1,2,1
CP050203.1,3,1
CP024727.1,1,1
CP025597.1,2,1
CP002099.1,1,1
CP085804.1,2,1
CP023364.1,2,1
CP007403.2,2,1
CP046025.1,2,1
CP050783.1,2,1
CP072244.1,1,1
AP021880.1,1,1
CP079921.1,1,1
CP007456.1,1,1
CP088383.1,3,1
CP000783.1,3,1
CP038604.1,2,1
CP031856.1,1,1
CP044429.1,2,1
CP007349.2,2,1
LR962359.1,2,1
CP014159.1,1,1
FR773526.1,6,1
CP069518.1,2,1
CP028693.1,2,1
CP056495.1,2,1
CP033384.2,2,1
CP055930.1,2,1
CP054940.1,2,1
CP020657.1,2,1
CP078545.1,1,1
CP034340.1,2,1
CP031218.1,2,1
CP027027.1,2,1
CP041788.1,2,1
CP027786.1,2,1
CP042997.1,1,1
CP027663.1,2,1
CP045423.1,1,1
CP017595.1,1,1
CP057330.1,3,1
CP031231.1,2,1
CP022503.1,3,1
CP039703.1,1,1
LS483430.1,1,1
CP027435.1,2,1
CP022559.1,1,1
LR134473.1,1,1
CP024811.1,1,1
CP028760.1,2,1
FN424405.1,3,1
LR962382.1,2,1
CP075484.1,2,1
CP076245.1,2,1
CP011455.1,4,1
CP082127.1,2,1
CP088744.1,2,1
CP025836.1,2,1
CP007327.2,2,1
CP060823.1,2,1
CP005287.1,2,1
CP026827.1,2,1
CP056251.1,1,1
CP073248.1,1,1
CP070222.1,3,1
CP030185.1,2,1
CP053612.1,2,1
CP017770.1,2,1
CP046671.1,1,1
CP013185.1,2,1
CP043284.1,2,1
CP002362.1,1,1
CP011790.1,2,1
CP071576.1,1,1
CP018657.1,2,1
CP016786.1,4,1
CP010122.1,2,1
CP068283.1,2,1
CP038336.1,2,1
CP009935.1,1,1
CP017519.1,1,1
CP085593.1,2,1
CP092357.1,1,1
CP049316.1,2,1
CM000736.1,4,1
CP085688.1,2,1
CP093356.1,3,1
CP056896.1,1,1
LR134378.1,1,1
CP008882.1,1,1
CP092703.1,2,1
CP048821.1,2,1
CP013683.1,1,1
CP063943.1,1,1
CP058839.1,2,1
CP008881.1,1,1
CP041304.1,2,1
LR025099.1,2,1
CP016489.1,1,1
CP014135.1,3,1
CP007271.2,2,1
CP063970.1,2,1
CP047147.1,8,1
CP024620.2,1,1
CP030159.1,1,1
CR628339.1,1,1
CP049314.1,1,1
CP000852.1,8,1
CP025237.1,2,1
CP030269.1,2,1
CP043859.1,2,1
CP031097.1,6,1
CP023702.1,5,1
CP028700.1,2,1
CP013677.1,1,1
CP091820.1,3,1
CP038434.1,3,1
AP014866.1,1,1
CP058180.1,2,1
CP042464.1,4,1
CP086167.1,1,1
CP048409.1,1,1
CM001151.1,1,1
CP071522.1,2,1
LR134169.1,1,1
CP060075.1,3,1
CP068706.1,2,1
CP040503.1,1,1
CP022386.1,1,1
CP054141.1,1,1
CP026094.1,2,1
CP007519.1,1,1
CP015558.1,2,1
CP076645.1,3,1
CP028745.1,2,1
AL123456.3,2,1
CP010157.1,2,1
CP039480.1,2,1
CP064938.1,1,1
CP027766.1,2,1
CP058209.1,2,1
CP028641.1,2,1
CP040415.1,2,1
CP029886.1,1,1
LN831026.1,1,1
LR134254.1,2,1
CP046802.1,1,1
CP041865.1,1,1
CP053841.1,1,1
LT635772.1,2,1
JABRWN010000002.1,1,1
LR778147.1,2,1
CP053790.1,2,1
CP029544.1,2,1
CP085965.1,1,1
CP057126.1,2,1
CP063213.1,1,1
CP010172.1,2,1
CP034543.1,1,1
CP069813.1,8,1
CP028109.1,1,1
CP021175.1,2,1
CP085821.1,2,1
CP043638.1,1,1
CP033311.1,2,1
LT719092.1,1,1
CP054921.1,2,1
CP063086.1,2,1
CP058321.1,1,1
CP033835.1,2,1
CP010553.1,2,1
CP004082.1,1,1
CP027042.1,1,1
CP041623.1,2,1
CP056515.1,1,1
CP029866.1,1,1
CP077963.1,2,1
CP085753.1,3,1
CP018701.1,1,1
CP089598.1,2,1
CP030203.1,2,1
CP015184.1,2,1
CP012969.1,1,1
CP034662.1,2,1
CP065992.1,2,1
CP088235.1,2,1
CP068990.1,2,1
CP073595.1,2,1
CP009215.1,1,1
CP056421.1,2,1
AE000516.2,2,1
CP066706.1,1,1
CP071892.1,1,1
CP031462.1,1,1
CP059960.1,3,1
CP045954.1,2,1
CM002070.1,1,1
CP011289.1,1,1
CP057677.1,2,1
CP049885.1,1,1
CP062242.1,2,1
LR134292.1,1,1
CP008870.2,3,1
CP010247.1,3,1
CP050998.1,1,1
LR962832.1,1,1
CP082629.1,3,1
CP032680.1,1,1
CP009031.1,3,1
CP023715.1,3,1
CP083190.1,1,1
CP043744.1,2,1
CP085568.1,2,1
CP026357.1,2,1
CP027582.1,2,1
CP042470.1,2,1
CP057438.1,2,1
CP040607.1,1,1
CP057090.1,3,1
CP071133.1,2,1
CP003683.1,1,1
CP034803.1,2,1
CP013114.1,1,1
LR134511.1,1,1
CP003652.3,2,1
HE608151.1,6,1
CP043306.1,1,1
CP049863.1,1,1
AP022815.1,2,1
CP085581.1,3,1
CP028395.1,2,1
CP014752.1,2,1
CP025604.1,2,1
CP003312.1,2,1
CP091534.1,2,1
CP064788.1,2,1
CP012581.1,2,1
OU917986.1,1,1
CP044412.1,1,1
CP026358.1,2,1
CP040061.1,2,1
CP083043.1,2,1
CP002817.1,3,1
CP014754.1,1,1
CP078518.1,1,1
CP033461.1,2,1
CP001744.1,1,1
CP018216.1,1,1
CP012214.1,1,1
CP014944.1,1,1
LR698981.1,1,1
LR961923.1,1,1
CP040613.1,1,1
CP031873.1,1,1
CP056894.1,2,1
AP024712.1,1,1
CP084711.1,2,1
CP069297.1,2,1
CP022380.1,2,1
CP000267.1,1,1
CP045589.1,1,1
CP034658.1,2,1
CP024930.1,1,1
CP041061.1,3,1
CP003985.1,1,1
CP034192.1,1,1
LN649235.1,2,1
CP028491.1,1,1
CP036442.1,1,1
CP053731.1,2,1
CP057485.1,3,1
CP019081.1,2,1
CP036419.1,1,1
CP076235.1,2,1
LS483485.1,1,1
CP067082.1,2,1
LR594043.1,1,1
CP038642.1,2,1
CP002059.1,1,1
CP002789.1,1,1
CP017544.1,1,1
CP010440.1,2,1
